Name,Company,Price,Star_Rating,Number_of_Ratings,Number_of_Reviews,Processor,RAM,Operating_System,Storage,Display,Office,Warranty
Samsung Galaxy Book5 Pro AI PC Full Metal Chasis Intel Core Ultra 5 226V - (16 GB/512 GB SSD/Windows 1...,Samsung,128199,4.3,6,2,Intel Core Ultra 5 Processor,16 GB LPDDR5X RAM,Windows 11,512,14,N/A,1
SCOTLON _All Panel_Astrophysics_ Vinyl Laptop Skin Compatible for 15.5 inch,SCOTLON,248,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHUWI Intel Core i3 12th Gen 1220P - (8 GB/512 GB SSD/Windows 11 Home) Corebook X i3 Laptop,CHUWI,31990,3.7,85,16,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,"WPS Office,  Software",512,N/A,N/A,N/A
DELL Inspiron 15 MSO'24 with Backlit KB Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Ho...,DELL,66990,4.2,52,1,Intel Core i7 Processor (13th Gen),16 GB DDR4 RAM,Windows 11,512,15.6,N/A,1
BRITISH TERMINAL llap5116 Vinyl Laptop Skin Compatible for 15.6 inch,BRITISH,229,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lonaar Vinyl Laptop Decal Skin For Bubble Free Installation All 15.6 Inch Laptop - 2465 Vinyl Laptop S...,Lonaar,207,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"ASUS Vivobook 15 (2025) (i5 14th Gen) with MSO 2024 + M365 Basic*, Backlit Keyboard, Intel Core 5 120U...",ASUS,49990,4.3,1033,78,Intel Core 5 Processor,16 GB DDR4 RAM,Windows 11 Home,512,15.6,"Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year",1
ASUS Chromebook CX1 Intel Celeron Dual Core N4500 - (8 GB/64 GB EMMC Storage/Chrome OS) CX1500CKA-NJ04...,ASUS,14999,4.2,14,0,Intel Celeron Dual Core Processor,8 GB LPDDR4X RAM,Chrome,N/A,15.6,N/A,1
DELL 14 Qualcomm Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) OINS441100101RING10 Thin and L...,DELL,82490,N/A,N/A,N/A,Qualcomm Snapdragon X Plus Processor,16 GB LPDDR5 RAM,Windows 11,512,14,N/A,1
qth GRAPHICS LAP-5386 VINYL Reusable Laptop Skin Compatible for 15.6 inch,qth,144,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BRITISH TERMINAL Laptop Skin Fully Waterproof Vinyl All Models (12X16inch) lap5224 Vinyl Laptop Skin C...,BRITISH,236,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
qth GRAPHICS LAP-5125 VINYL Reusable Laptop Skin Compatible for 15.6 inch,qth,144,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PiBook PhysicsWallah MediaTek MT8788 - (6 GB/128 GB EMMC Storage/Android 11) PW-2401 Laptop,PiBook,13498,3.7,10,1,MediaTek MT8788 Processor,6 GB LPDDR4X RAM,Android,N/A,N/A,N/A,N/A
"ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic*, Intel Core i3 13th Gen 1315U - (8 GB/512 GB SS...",ASUS,34990,4.3,2667,160,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,Windows 11 Home,512,N/A,"Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year",1
Gripp Silicone Keyboard Skin Thickness! (Only 0.08mm) for Apple MacBook Pro 13 inch (M2-2022) (M1-2020...,Gripp,890,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Regatech 14-FQ1011LA, 14-FQ1012LA, 14-FQ1020CA, 14-FQ1021NR Internal Laptop-size Laptop Keyboard Compa...",Regatech,999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HP 15 Intel Core 3 100U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd1253TU/ 15-fd1225TU Thin and Light La...,HP,36990,4.2,962,56,Intel Core 3 Processor,8 GB DDR4 RAM,Windows 11 Home,512,15.6,MS Office Home 2024 + MISC PC Game Pass DA 3M,1
ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ130WS | ...,ASUS,30990,4.3,1399,94,AMD Ryzen 3 Quad Core Processor,8 GB LPDDR5 RAM,Windows 11 Home,512,15.6,Microsoft Office Home 2024 + Microsoft 365 Basic,1
"Regatech CQ57-413SR, CQ57-413TU, CQ57-414TU Internal Laptop-size Laptop Keyboard Compatible with Deskt...",Regatech,799,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"BESTYLISH Core i7-9700 [12M Cache, Up to 4.70 GHz]/32GB RAM/1024GB SSD ELITEDESK [FYH] - Windows 11 Pr...",BESTYLISH,49998,N/A,N/A,N/A,N/A,RAM: 32 GB,Windows 11 Pro,N/A,N/A,N/A,N/A
"i-Birds ® cartoond Exclusive High Quality Laptop Decal, laptop skin sticker 15.6 inch (15 x 10) Inch i...",i-Birds,249,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vishanrahul Laptop Stand 7 Angles Adjustable Aluminum Portable Desktop Holder Aluminium Desk Stand Lap...,Vishanrahul,299,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DELL Inspiron 15 MSO'24 with Backlit KB Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Ho...,DELL,66990,4.2,52,1,Intel Core i7 Processor (13th Gen),16 GB DDR4 RAM,Windows 11,512,15.6,N/A,1
MOTOROLA Motobook 60 Full Metal OLED (i5 14th Gen) Intel Core 5 (Series 2) 210H - (16 GB/512 GB SSD/Wi...,MOTOROLA,54990,4.4,1773,194,Intel Core 5 (Series 2) Processor,16 GB DDR5 RAM,64 bit Windows 11,512,14,Office Home 2024,1
"BESTYLISH EliteDesk Core i7-9700 [12M Cache, 3.00 GHz]/32GB RAM/1TB SSD [FHP] - Windows 11 Pro, Intel ...",BESTYLISH,49998,N/A,N/A,N/A,N/A,RAM: 32 GB,Windows 11 Pro,N/A,N/A,N/A,N/A
"Regatech X52F-EX894V, X52J, X52JR, X53, X53B, X53E-SX082V Internal Laptop-size Laptop Keyboard Compati...",Regatech,705,4.5,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"ASUS Vivobook 15 (2025) (i5 14th Gen) with MSO 2024 + M365 Basic*, Backlit Keyboard, Intel Core 5 120U...",ASUS,49990,4.3,1033,78,Intel Core 5 Processor,16 GB DDR4 RAM,Windows 11 Home,512,15.6,"Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year",1
ASUS Chromebook CX1 Intel Celeron Dual Core N4500 - (8 GB/64 GB EMMC Storage/Chrome OS) CX1500CKA-NJ04...,ASUS,14999,4.2,14,0,Intel Celeron Dual Core Processor,8 GB LPDDR4X RAM,Chrome,N/A,15.6,N/A,1
WALLTON Full Laptops Skin Bubble-Free HD Quality Sticker Back - 40 Printing Vinyl Reusable Laptop Skin...,WALLTON,200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"BESTYLISH ELITEDESK Core i7 (9th Gen) [12M Cache, 3.00 GHz]/32GB RAM/1TB SSD [EYE] - Windows 11 Pro, I...",BESTYLISH,49998,N/A,N/A,N/A,N/A,RAM: 32 GB,Windows 11 Pro,N/A,N/A,N/A,N/A
Vishanrahul Laptop stand Mini Premium Metal Portable Laptop Stand Non-Slip Base Tabletop Riser 10-17 I...,Vishanrahul,299,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Users in office, home",N/A
"BESTYLISH Intel Core i7-9700 [12M Cache, 3.00 GHz]/32GB RAM/1024GB SSD ELITEDESK [FYN] - Windows 11 Pr...",BESTYLISH,49998,N/A,N/A,N/A,N/A,RAM: 32 GB,Windows 11 Pro,N/A,N/A,N/A,N/A
Lenovo IdeaPad Slim 1 AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ACL6 | 15ALC7 ...,Lenovo,33990,4.2,6859,562,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11,512,N/A,Office Home and Student 2021,1
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 83ER00KSIN Th...,Lenovo,45490,4.2,475,27,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Home,512,N/A,N/A,1
"Regatech 15-D034DX, 15-D034TU, 15-D035DX, 15-D036DX Internal Laptop-size Laptop Keyboard Compatible wi...",Regatech,999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Regatech 14S-CF3068TU, 14S-CF3069TU, 14S-CF3070TU, 14S-CF30712U Internal Laptop-size Laptop Keyboard C...",Regatech,999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic*, Intel Core i3 13th Gen 1315U - (8 GB/512 GB SS...",ASUS,34990,4.3,2667,160,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,Windows 11 Home,512,N/A,"Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year",1
HP 15 Intel Core 3 100U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd1253TU/ 15-fd1225TU Thin and Light La...,HP,36990,4.2,962,56,Intel Core 3 Processor,8 GB DDR4 RAM,Windows 11 Home,512,15.6,MS Office Home 2024 + MISC PC Game Pass DA 3M,1
HP 15 G10 (2025) AMD Athlon Dual Core 7120U - (8 GB/256 GB SSD/Windows 11 Home) 15 G10 Thin and Light ...,HP,27250,3.9,283,26,AMD Athlon Dual Core Processor,8 GB DDR4 RAM,"Microsoft Office 2021, Windows 11 Home",256,N/A,N/A,1
ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVID...,ASUS,54990,4.3,1806,129,AMD Ryzen 7 Octa Core Processor,8 GB DDR5 RAM,Windows 11 Home,512,N/A,N/A,1
Lenovo Idea Pad Slim 3 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home) 83K100C9IN T...,Lenovo,65990,3.8,10,0,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,Windows 11 Home,512,N/A,Office Home 2024,1
HP 15 G9 (2025) AMD Ryzen 3 Dual Core 3250U - (16 GB/512 GB SSD/Windows 11 Pro) 15 G9 Thin and Light L...,HP,33990,4,214,13,AMD Ryzen 3 Dual Core Processor,16 GB DDR4 RAM,"Microsoft Office 2021, Windows 11 Pro",512,N/A,N/A,1
ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ130WS | ...,ASUS,30990,4.3,1399,94,AMD Ryzen 3 Quad Core Processor,8 GB LPDDR5 RAM,Windows 11 Home,512,15.6,Microsoft Office Home 2024 + Microsoft 365 Basic,1
MOTOROLA Motobook 60 Full Metal OLED (i5 14th Gen) Intel Core 5 (Series 2) 210H - (16 GB/512 GB SSD/Wi...,MOTOROLA,54990,4.4,1773,194,Intel Core 5 (Series 2) Processor,16 GB DDR5 RAM,64 bit Windows 11,512,14,Office Home 2024,1
"ASUS Vivobook 16X (2025) for Creator with Office 2024 + M365 Basic, Intel Core i5 13th Gen 13420H - (1...",ASUS,65590,4.2,1292,78,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,Windows 11 Home,512,16,"Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic (1-Year Validity),�McAfee -1 year, One-Month Membership of Adobe Creative Cloud All Apps",1
Apple MacBook Air M4 - (24 GB/512 GB SSD/macOS Sequoia) MC6A4HN/A,Apple,130699,5,7,1,Apple M4 Processor,24 GB Unified Memory RAM,Mac OS,512,N/A,N/A,1
DELL Inspiron 15 MSO'24 with Backlit KB Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Ho...,DELL,66990,4.2,52,1,Intel Core i7 Processor (13th Gen),16 GB DDR4 RAM,Windows 11,512,15.6,N/A,1
"ASUS Vivobook 15 (2025) (i5 14th Gen) with MSO 2024 + M365 Basic*, Backlit Keyboard, Intel Core 5 120U...",ASUS,49990,4.3,1033,78,Intel Core 5 Processor,16 GB DDR4 RAM,Windows 11 Home,512,15.6,"Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year",1
"ASUS Vivobook S14 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Intel Core i5 13th Gen 1342...",ASUS,56990,4.4,708,49,Intel Core i5 Processor (13th Gen),16 GB DDR5 RAM,Windows 11 Home,512,N/A,"Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year",1
HP Victus Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,HP,58599,4.3,3104,161,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11,512,N/A,N/A,1
HP Chromebook Intel Celeron Dual Core N4120 - (4 GB/64 GB EMMC Storage/Chrome OS) 14a-ca0506TU Chromeb...,HP,23190,3.9,2031,164,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,64 bit Chrome,N/A,14,N/A,1
"DELL 14 Plus Next Gen AI PC Backlit Keyboard, Fingerprint reader Intel Core Ultra 5 226V - (16 GB/512 ...",DELL,72990,4.4,190,21,Intel Core Ultra 5 Processor,16 GB LPDDR5X RAM,Windows 11 Home,512,N/A,N/A,1
ASUS Chromebook CX1 Intel Celeron Dual Core N4500 - (8 GB/64 GB EMMC Storage/Chrome OS) CX1500CKA-NJ04...,ASUS,14999,4.2,14,0,Intel Celeron Dual Core Processor,8 GB LPDDR4X RAM,Chrome,N/A,15.6,N/A,1
Lenovo IdeaPad Slim 1 AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ACL6 | 15ALC7 ...,Lenovo,33990,4.2,6859,562,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11,512,N/A,Office Home and Student 2021,1
HP MS Office 2024 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) fd0465TU Thin and L...,HP,35990,4.1,45,4,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,Windows 11 Home,512,N/A,Microsoft Office H&S Edition 2024,1
"ASUS Vivobook S14 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Intel Core i7 13th Gen 1362...",ASUS,66990,4.4,126,5,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,Windows 11 Home,512,N/A,"Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year",1
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 83ER00KSIN Th...,Lenovo,45490,4.2,475,27,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Home,512,N/A,N/A,1
"ASUS Vivobook 14 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Intel Core i3 13th Gen 1315U...",ASUS,39990,4.3,2667,160,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,Windows 11 Home,512,N/A,"Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year",1
Colorful Evol P15 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVID...,Colorful,90199,4.2,89,14,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,Windows 11,512,15.6,N/A,2
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 H...",ASUS,50391,4.2,74,6,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11,512,15.6,N/A,1
DELL 15 Intel Core i3 13th Gen 1305U - (16 GB/512 GB SSD/Windows 11 Home) OVN353025001RINB1O Thin and ...,DELL,42900,4.2,389,30,Intel Core i3 Processor (13th Gen),16 GB DDR4 RAM,Windows 11 Home,512,N/A,"Microsoft Office H&S 2024, My Dell (Dell Power Manager, Dell Support Assist)",1
HP 15 (2025) Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) 15 Thin and Light Lapto...,HP,36990,4,75,6,Intel Core i3 Processor (13th Gen),16 GB DDR4 RAM,"Microsoft Office 2021, Windows 11 Home",512,N/A,N/A,1
"ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic*, Intel Core i3 13th Gen 1315U - (8 GB/512 GB SS...",ASUS,34990,4.3,2667,160,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,Windows 11 Home,512,N/A,"Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year",1
HP 15 Intel Core 3 100U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd1253TU/ 15-fd1225TU Thin and Light La...,HP,36990,4.2,962,56,Intel Core 3 Processor,8 GB DDR4 RAM,Windows 11 Home,512,15.6,MS Office Home 2024 + MISC PC Game Pass DA 3M,1
Lenovo V 14 (2025) Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Pro) V 14 Thin and Ligh...,Lenovo,35990,3.6,13,0,Intel Core i3 Processor (13th Gen),16 GB DDR4 RAM,"Microsoft Office 2021, Windows 11 Pro",512,N/A,N/A,1
DELL 15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 3520 Thin and Light Laptop,DELL,35299,4.2,1190,69,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11,512,N/A,N/A,1
ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ130WS | ...,ASUS,30990,4.3,1399,94,AMD Ryzen 3 Quad Core Processor,8 GB LPDDR5 RAM,Windows 11 Home,512,15.6,Microsoft Office Home 2024 + Microsoft 365 Basic,1
MOTOROLA Motobook 60 Full Metal OLED (i5 14th Gen) Intel Core 5 (Series 2) 210H - (16 GB/512 GB SSD/Wi...,MOTOROLA,54990,4.4,1773,194,Intel Core 5 (Series 2) Processor,16 GB DDR5 RAM,64 bit Windows 11,512,14,Office Home 2024,1
HP AMD Ryzen 5 Hexa Core 7535HS - (8 GB/512 GB SSD/Windows 11 Home) 15-fc1004AU Thin and Light Laptop,HP,39990,3.9,87,4,AMD Ryzen 5 Hexa Core Processor,8 GB DDR5 RAM,Windows 11,512,15.6,N/A,1
Lenovo LOQ Intel Core i5 12th Gen 12450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,Lenovo,72990,4.3,1396,92,Intel Core i5 Processor (12th Gen),16 GB DDR5 RAM,Windows 11,512,N/A,N/A,N/A
"ASUS Vivobook Go 15, 12th Gen, Equivalent to Intel 12th Gen, Intel Core i3 N305 - (8 GB/512 GB SSD/Win...",ASUS,30499,4.3,339,29,Intel Core i3 Processor,8 GB DDR4 RAM,Windows 11,512,15.6,N/A,1
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home) 14IRH...,Lenovo,69990,4.4,523,54,Intel Core i5 Processor (13th Gen),16 GB LPDDR5X RAM,Windows 11,512,N/A,N/A,N/A
"ASUS Vivobook 15 (2025) (i5 14th Gen) with MSO 2024 + M365 Basic*, Backlit Keyboard, Intel Core 5 120U...",ASUS,49990,4.3,1033,78,Intel Core 5 Processor,16 GB DDR4 RAM,Windows 11 Home,512,15.6,"Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year",1
DELL Inspiron 15 MSO'24 with Backlit KB Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Ho...,DELL,66990,4.2,52,1,Intel Core i7 Processor (13th Gen),16 GB DDR4 RAM,Windows 11,512,15.6,N/A,1
ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,ASUS,55990,4.3,1806,129,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,Windows 11 Home,512,N/A,N/A,1
Lenovo V 15 (2025) Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Pro) V 15 Thin and Ligh...,Lenovo,35990,3.9,88,4,Intel Core i3 Processor (12th Gen),16 GB DDR4 RAM,"Microsoft Office 2021, Windows 11 Pro",512,N/A,N/A,1
ASUS Chromebook CX1 Intel Celeron Dual Core N4500 - (8 GB/64 GB EMMC Storage/Chrome OS) CX1500CKA-NJ04...,ASUS,14999,4.2,14,0,Intel Celeron Dual Core Processor,8 GB LPDDR4X RAM,Chrome,N/A,15.6,N/A,1
Lenovo IdeaPad Slim 1 AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ACL6 | 15ALC7 ...,Lenovo,33990,4.2,6859,562,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11,512,N/A,Office Home and Student 2021,1
"ASUS Vivobook 15 (2025) with Touchscreen & Backlit Keyboard, Intel Core i3 13th Gen 1315U - (8 GB/512 ...",ASUS,38990,3.9,41,4,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,Windows 11 Home,512,N/A,"Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year",1
Lenovo V 14 (2025) Intel Core i3 13th Gen 1315U - (24 GB/512 GB SSD/Windows 11 Pro) V14 Thin and Light...,Lenovo,37490,4.8,5,0,Intel Core i3 Processor (13th Gen),24 GB DDR4 RAM,"Microsoft Office 2021, Windows 11 Pro",512,N/A,N/A,1
HP OMEN Intel Core i7 14th Gen 14650HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,HP,113990,4.1,325,22,Intel Core i7 Processor (14th Gen),16 GB DDR5 RAM,Windows 11,1,N/A,N/A,1
Acer Aspire 7 Intel Core 5 210H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4...,Acer,69990,4.4,16,1,Intel Core 5 Processor,16 GB DDR4 RAM,64 bit Windows 11 Home,512,15.6,N/A,1
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 83ER00KSIN Th...,Lenovo,45490,4.2,475,27,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Home,512,N/A,N/A,1
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 ...",ASUS,62990,4.3,500,32,Intel Core i7 Processor (13th Gen),16 GB DDR4 RAM,Windows 11 Home,512,15.6,N/A,1
HP 15s AMD Athlon Dual Core 3050U - (8 GB/512 GB SSD/Windows 11 Home) 15s-ey1509AU Thin and Light Lapt...,HP,30990,4.1,4004,295,AMD Athlon Dual Core Processor,8 GB DDR4 RAM,Windows 11,512,15.6,N/A,1
ASUS Chromebook CX15 Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1505CKA-S70...,ASUS,14999,3.9,7,3,Intel Celeron Dual Core Processor,4 GB LPDDR4X RAM,Chrome,N/A,15.6,N/A,1
"ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic*, Intel Core i3 13th Gen 1315U - (8 GB/512 GB SS...",ASUS,34990,4.3,2667,160,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,Windows 11 Home,512,N/A,"Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year",1
HP 15 Intel Core 3 100U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd1253TU/ 15-fd1225TU Thin and Light La...,HP,36990,4.2,962,56,Intel Core 3 Processor,8 GB DDR4 RAM,Windows 11 Home,512,15.6,MS Office Home 2024 + MISC PC Game Pass DA 3M,1
HP (2024) Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0061TU Thin and Light ...,HP,37999,4,215,13,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11,512,N/A,N/A,1
Lenovo V15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) V15 G4 AMN 1 Thin and Light...,Lenovo,30499,4.2,2248,191,AMD Ryzen 3 Quad Core Processor,8 GB LPDDR5 RAM,Windows 11,512,N/A,N/A,1
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 ...",ASUS,62990,4.3,500,32,Intel Core i7 Processor (13th Gen),16 GB DDR4 RAM,Windows 11 Home,512,15.6,N/A,1
ASUS TUF Gaming A15 (2025) AMD Ryzen 7 Octa Core 7435HS - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphic...,ASUS,70990,4,67,7,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,Windows 11 Home,1,N/A,N/A,1
ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ130WS | ...,ASUS,30990,4.3,1399,94,AMD Ryzen 3 Quad Core Processor,8 GB LPDDR5 RAM,Windows 11 Home,512,15.6,Microsoft Office Home 2024 + Microsoft 365 Basic,1
MOTOROLA Motobook 60 Full Metal OLED (i5 14th Gen) Intel Core 5 (Series 2) 210H - (16 GB/512 GB SSD/Wi...,MOTOROLA,54990,4.4,1773,194,Intel Core 5 (Series 2) Processor,16 GB DDR5 RAM,64 bit Windows 11,512,14,Office Home 2024,1
HP 15s Intel Core i5 11th Gen 1135G7 - (8 GB/512 GB SSD/Windows 10 Home) 15s-FQ2535TU Thin and Light L...,HP,48990,4.4,867,81,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10,512,N/A,"Microsoft Office Home and Student 2019, HP Documentation, HP CoolSense , HP SSRM , HP Smart, HP Support Assistant",1
HP 15 (2025) AMD Ryzen 3 Quad Core 7320U - (16 GB/512 GB SSD/Windows 11 Pro) 15 Thin and Light Laptop,HP,32490,3.5,26,1,AMD Ryzen 3 Quad Core Processor,16 GB LPDDR5 RAM,"Microsoft Office 2021, Windows 11 Pro",512,N/A,N/A,1
